"ID VZ","Název VZ","Datum vytvoreni","Datum uzavření smlouvy","Smluvní cena bez dph","Úředni název ""dodavatele","IČO"
T004/16V/00001962,"Odborné fórum TLAK 2016",2016-01-25 08:56:43.92,2016-03-08 00:00:00,5602.00,"Medim, spol.s r.o.",48953041
T004/16V/00000032,"RS - Opakovaná dodávka leteckého petroleje typu Jet A-1 na letišti Praha-Letiště Václava Havla pro rok 2016 ",2016-01-04 11:30:32.735,2016-03-08 00:00:00,330578.00,,
T004/16V/00007284,"H_Oprava podhledu střech na budově č. 24,25 kasárna Bystrovany",2016-03-04 09:10:38.644,2016-03-08 00:00:00,62502.79,"STAV-IZOL ISO spol. s r.o.",25857321
T004/16V/00004481,"Nákup olejniček",2016-02-16 07:22:11.695,2016-03-08 00:00:00,935.55,"AB Tábor spol. s.r.o.",26025523
T004/16V/00006402," VP Mytí  Vojenské techniky - březen 2016",2016-02-29 08:23:49.54,2016-03-08 00:00:00,7900.00,"Volvo Group Czech Republic, s.r.o.",61055239
T004/16V/00004579,"D  40/1 - nákup obvazového materiálu",2016-02-16 11:31:49.158,2016-03-08 00:00:00,74348.80,"Martin Bergl",42478430
T004/16V/00004933,"RS-Opravy, servisní prohlídky, ME, STK a pneu práce na vozidle ŠKODA u VVS Hranice na Moravě.",2016-02-18 06:48:36.271,2016-03-08 00:00:00,86898.00,,
T004/16V/00007111,"DP opravy smyčců",2016-03-03 10:12:08.573,2016-03-08 00:00:00,9650.00,"Jan K. Pospíchal",87064308
T004/16V/00006893,"Nákup lístků do bazénu v Havlíčkově Brodě (TV+PRCH)",2016-03-02 11:14:29.284,2016-03-08 00:00:00,11760.00,"SPORTSTARR, a.s.",25272179
T004/16V/00007547,"Oprava ZP defibrilátor ZOLL CCT Msérie",2016-03-07 14:05:54.757,2016-03-08 00:00:00,30770.00,"OMS - MEDI s.r.o. ",46580379
T004/16V/00003524,"PZ 0547 Havarijní oprava na vodovodním řadu, SOD 0547/H-2/2016",2016-02-08 09:44:20.521,2016-03-08 00:00:00,25612.35,"Oleg Šimáček",16207181
T004/16V/00003118,"RS - provádění TÚ, celkových kontrol a oprav u vozidel Land Rover + přívěsů ",2016-02-03 14:21:02.81,2016-03-08 00:00:00,254311.60,,
T004/16V/00004384,"Restaurování uměleckého díla – socha Jana Roháče z Dubé",2016-02-15 12:32:27.51,2016-03-08 00:00:00,63000.00,"Filip Zeman",67136281
T004/16V/00007603,"Dílčí plnění - servis vozidla VW Transp., VPZ 995 11-94 (obj. 47/2016)",2016-03-08 07:17:21.254,2016-03-08 00:00:00,47273.55,"AUTO HÉGR, a.s.",25869833
T004/16V/00007612,"Dílčí plnění - opravy, kalibrace a ČMI přístrojů Dräger (obj. 46/2016)",2016-03-08 07:32:06.903,2016-03-08 00:00:00,31447.00,"Dräger Safety s.r.o.",26700778
T004/16V/00007609,"Dílčí plnění - oprava vozidla Škoda Fabia, VPZ 014 70-28 (obj. 43/2016)",2016-03-08 07:24:51.297,2016-03-08 00:00:00,2849.26,"RAL PNEU s.r.o.",26829941
T004/16V/00006401," VP Mytí vojenských autobusů - březen 2016",2016-02-29 08:23:21.861,2016-03-08 00:00:00,2370.00,"Volvo Group Czech Republic, s.r.o.",61055239
T004/16V/00007613,"RS - Nákup diagnostického materiálu pro OAL - sérologie v roce 2016.",2016-03-08 07:33:17.562,2016-03-08 00:00:00,28702.00,"OXOID CZ s.r.o.",27754146
T004/16V/00001240,"PS 0412 - Provedení kontroly, čištění, výběru pevných znečišťujících částí a kondenzátu ze spalinové cesty",2016-01-18 08:59:48.093,2016-03-08 00:00:00,12790.00,"LÉDL - stavební společnost s.r.o.",25570773
T004/16V/00007646,"VT v Zadově ve dnech 14.-26.3.2016",2016-03-08 09:14:54.755,2016-03-08 00:00:00,11261.00,"Ing Petr Nehoda",11216441
T004/16V/00007663,"Konference ""Červený kohout 2016",2016-03-08 09:44:41.429,2016-03-08 00:00:00,2033.00,"Dům techniky České Budějovice spol. s r.o.",48201979
T004/16V/00004924,"RS-Opravy, servisní prohlídky, ME, STK a pneu práce na vozidle ŠKODA u VVS Hradiště - Radošov ",2016-02-17 16:22:35.75,2016-03-08 00:00:00,124115.00,,
T004/16V/00007644,"DP 3 - STK+ME nákladních vozidel - Březen",2016-03-08 09:12:30.004,2016-03-08 00:00:00,17272.73,"TESTCAR s.r.o.",63320461
T004/16V/00002827,"RS - Opravy a servis vozidel Peugeot a Škoda v roce 2016",2016-02-02 08:48:11.321,2016-03-08 00:00:00,37087.00,,
T004/16V/00004345,"Oprava chladícího zařízení v areále kasáren Dědice - Vyškov",2016-02-15 10:24:38.29,2016-03-08 00:00:00,36800.00,"Ladislav Král",13052098
T004/16V/00004556,"RS- praní a chemické čištění vojenského materiálu do 31.12.2016",2016-02-16 10:34:30.456,2016-03-08 00:00:00,69105.00,,
T004/16V/00006970,"RS - Opravy osobních vozidel v roce 2016-2017 - kraj Vysočina",2016-03-02 13:59:09.673,2016-03-08 00:00:00,82645.00,,
T004/16V/00004618,"K 42 - elektrody defibrilační, baterie",2016-02-16 13:08:43.31,2016-03-08 00:00:00,64115.70,"BIČELS SERVIS, s.r.o.",3383407
T004/16V/00005620,"EMC testovací anténa a EMC měřící anténa",2016-02-23 10:59:43.674,2016-03-08 00:00:00,83800.00,"ROHDE   & SCHWARZ - Praha, s.r.o.",62906127
T004/16V/00004346,"Nákup fotoaparátů a objektivu",2016-02-15 10:25:13.446,2016-03-08 00:00:00,18776.00,"DITA výrobní družstvo invalidů",28762
T004/16V/00004467,"Praní, žehlení, skládání a balení prádla pro VZ 5512 Pardubice.",2016-02-16 06:30:10.331,2016-03-08 00:00:00,75290.00,,
T004/16V/00004786,"D  31/2 - nákup antimalarik",2016-02-17 10:29:52.949,2016-03-08 00:00:00,218921.00,"PHOENIX lékárenský velkoobchod, a.s.",45359326
T004/16V/00004620,"D 40/4 - fonendoskop, oxymetr",2016-02-16 13:14:10.671,2016-03-08 00:00:00,44380.90,"Martin Bergl",42478430
T004/16V/00004344,"Oprava velkokuch. zařízení - VÚ 8660 Vyškov",2016-02-15 10:22:57.035,2016-03-08 00:00:00,14020.00,"Ladislav Král",13052098
T004/16V/00006054,"Restaurování tisků z 16. a 17. století ze starého fondu knihovny VHÚ",2016-02-25 11:49:37.85,2016-03-08 00:00:00,103700.00,"MgA. Eva Juchelková",70772851
T004/16V/00001945,"Členství v Asociaci odborných pracovníků pro zdvihací zařízení ČR",2016-01-25 07:05:44.285,2016-03-08 00:00:00,992.00,"Asociace odborných pracovníků pro zdvihací zařízení-ČR",44938900
T004/16V/00004037,"PS 0308 Havárie - výměna krytu lapolu",2016-02-11 11:04:58.305,2016-03-08 00:00:00,12166.00,"Šumavské vodovody a kanalizace a.s.",25232100
T004/16V/00010819,"DP 1 - provedení oprav na vozidle BUS LC 936 VPZ: 514 79-77",2016-03-30 14:43:51.658,2016-03-08 00:00:00,49586.78,"TEZAS servis a.s.",24765180
T004/16V/00003189,"Oprava 2 ks osobních automobilů ŠKODA FABIA",2016-02-04 09:04:42.93,2016-03-07 00:00:00,20749.32,"Ivan Tichý",70428620
T004/16V/00003211,"Čištění odlučovače tuků v roce 2016",2016-02-04 10:23:12.894,2016-03-07 00:00:00,41322.31,,
T004/16V/00007401,"Ubytování v Turnově dnech 11.-13.3.2016",2016-03-07 06:49:03.495,2016-03-07 00:00:00,1110.00,"Tělocvičná jednota Sokol Turnov",13582518
T004/16V/00007402,"Ubytování v Turnově ve dnech 18.-20.3.2016",2016-03-07 06:56:20.089,2016-03-07 00:00:00,1110.00,"Tělocvičná jednota Sokol Turnov",13582518
T004/16V/00003355,"Oprava osobního automobilu VW TRANSPORTER VPZ 024-31-31",2016-02-05 09:32:40.171,2016-03-07 00:00:00,14435.00,"Car and Truck s.r.o.",27761827
T004/16V/00002638," Praní a chemické čištění prádla v průběhu roku 2016",2016-02-01 09:12:25.155,2016-03-07 00:00:00,105080.00,,
T004/16V/00003298,"Technická kontrola nákladních vozidel v roce 2016",2016-02-05 06:27:47.429,2016-03-07 00:00:00,289256.00,,
T004/16V/00003301,"Čištění mycího můstku v roce 2016 ",2016-02-05 07:02:42.098,2016-03-07 00:00:00,66115.70,,
T004/16V/00003547,"Nákup repelentů",2016-02-08 10:32:05.222,2016-03-07 00:00:00,25554.00,"K a P O - plus s.r.o.",28312767
T004/16V/00004974,"PS 0320 - Havárie - Oprava závadného stavu el. boileru, Plzeň-Lobzy střelnice, Ubytovna č.22",2016-02-18 09:08:47.738,2016-03-07 00:00:00,11473.00,"KESKO CZ,s.r.o.",61776629
T004/16V/00003107,"RS - servis a opravy vozidel TATRA T-815",2016-02-03 14:03:23.782,2016-03-07 00:00:00,116018.00,,
T004/16V/00002021,"Provedení opravy vozidla T-815 AV15, VPZ: 400-37-86",2016-01-25 12:42:51.43,2016-03-07 00:00:00,36700.00,"Stavební a silniční stroje s.r.o.",25437224
T004/16V/00004478,"Nákup hasících přístrojů",2016-02-16 07:18:22.966,2016-03-07 00:00:00,13639.00,"ČERVINKA - CZECH REPUBLIC s.r.o.",25510622
T004/16V/00007217,"DP RÁMCOVÉ SMLOUVY -Technické kontroly a měření emisí pro nákladní vozidla, BUS, PV, traktor -LB",2016-03-03 14:51:50.491,2016-03-07 00:00:00,2561.98,"Libuše Mrázková",68233957
T004/16V/00006752,"DP č. 3 Nákup piva  na základě RS 784/3/308/2015-8660 ",2016-03-01 14:38:42.498,2016-03-07 00:00:00,7265.00,"VV TOP s.r.o.",49977202
T004/16V/00006704,"obj.č. 1 - Kalibrace přístrojů nákladní linky STK 93.02. Tábor",2016-03-01 11:57:41.033,2016-03-07 00:00:00,11000.00,"Servis STK, spol. s r.o.",25534408
T004/16V/00006753,"DP č. 1 Nákup vína  na základě RS 784/3/307/2015-8660",2016-03-01 14:39:24.892,2016-03-07 00:00:00,7352.10,"VV TOP s.r.o.",49977202
T004/16V/00007257,"3. plnění - RS Smluvní stravování formou stravovacích poukázek v roce 2016 ",2016-03-04 07:28:50.028,2016-03-07 00:00:00,73876.00,"Edenred CZ s.r.o.",24745391
T004/16V/00007360,"D 13/1 DP k RS - provádění TK a ME  provozní techniky nad 3,5 t v roce 2016",2016-03-04 12:59:56.163,2016-03-07 00:00:00,3200.00,"TESTCAR s.r.o.",63320461
T004/16V/00007403,"Stravování v Turnově dnech 11.-13.3.2016",2016-03-07 06:59:00.644,2016-03-07 00:00:00,2355.00,"Mgr. Milan Kovář",18876242
T004/16V/00007404,"Stravování v Turnově dnech 18.-20.3.2016",2016-03-07 07:04:00.233,2016-03-07 00:00:00,2355.00,"Mgr. Milan Kovář",18876242
T004/16V/00007259,"DP rámcové smlouvy - Opravy a servis osobních, užitkových a dodávkových vozidel ",2016-03-04 07:31:45.1,2016-03-07 00:00:00,17793.00,"Petr Habětínek",63604566
T004/16V/00007210,"2 DP - Měření emisí a TK pro nákladní vozidla a přívěs",2016-03-03 14:39:06.905,2016-03-07 00:00:00,2396.00,"Stanice technické kontroly Žatec, společnost s ručením omezeným se sídlem v Žatci",25005821
T004/16V/00007250,"DP RÁMCOVÉ  SMLOUVY - Technické kontroly a měření emisí pro osobní dodávková vozidla - LB ",2016-03-04 06:52:42.562,2016-03-07 00:00:00,1570.24,"Libuše Mrázková",68233957
T004/16V/00007262,"DP rámcové smlouvy - Praní, chemické čištění, žehlení a drobné opravy prádla 12 měsíční smlouva",2016-03-04 07:40:44.929,2016-03-07 00:00:00,3647.00,"AD 7, spol. s r.o.",25598074
T004/16V/00007463,"Odstaňování obyčejných a nebezpečných odpadů - Objednávka č. 12",2016-03-07 10:06:53.514,2016-03-07 00:00:00,9000.00,"Kaiser servis, spol. s r.o.",26274906
T004/16V/00003484,"AHNM/OLog – Nákup služby - servis, údržba a opravy vozidel zn. UAZ region Praha",2016-02-08 07:44:00.845,2016-03-07 00:00:00,206611.57,,
T004/16V/00007500,"Stravenky 2016 - Objednávka č.02",2016-03-07 12:03:39.28,2016-03-07 00:00:00,1470.00,"Edenred CZ s.r.o.",24745391
T004/16V/00007408,"Dílčí plnění - oprava vozidla Škoda 024-27-27 (obj. 44)",2016-03-07 07:35:40.258,2016-03-07 00:00:00,3901.32,"RAL PNEU s.r.o.",26829941
T004/16V/00007529,"RS - Tonery a cartridge",2016-03-07 13:13:36.919,2016-03-07 00:00:00,829649.00,"COMP`S, spol. s r.o.",46709576
T004/16V/00007522,"RS - Nákup spotřebního diagnostického materiálu pro serologii v roce 2016.",2016-03-07 13:01:36.629,2016-03-07 00:00:00,2081.00,"O.K.SERVIS BioPro, s.r.o.",62914511
T004/16V/00004410,"Spotřební materiál na výrobu nábytku",2016-02-15 13:27:56.011,2016-03-07 00:00:00,12883.80,"Dřevomateriál s.r.o.",25954024
T004/16V/00001699,"Provedení opravy vozíku vysokozdvižného DVHM 1622L, VPZ: 361-77-40",2016-01-21 08:54:08.846,2016-03-07 00:00:00,37360.00,"Stavební a silniční stroje s.r.o.",25437224
T004/16V/00003470,"Nákup laků, ředidel a štětců",2016-02-07 12:56:53.624,2016-03-07 00:00:00,76150.00,"Ing. Karel Hladký",16833651
T004/16V/00004243,"K 37 - RS - provádění oprav a technických údržeb provozní techniky v roce 2016 (automobily do 3,5 tuny)",2016-02-12 12:54:10.989,2016-03-07 00:00:00,82645.00,,
T004/16V/00004458,"RS - Nákup kompletních granulovaných krmných směsí, masových konzerv a krmných piškotů pro VVN Hlučín od 1.4.2016-31.3.2017.",2016-02-15 16:28:14.93,2016-03-07 00:00:00,146.00,,
T004/16V/00002186,"RS - Opravy osobních vozidel  - Moravskoslezský kraj",2016-01-26 13:25:51.873,2016-03-07 00:00:00,272727.00,,
T004/16V/00003549,"Nákup dezinfekcí na ruce",2016-02-08 10:32:44.896,2016-03-07 00:00:00,16140.50,"Medivet international",25106058
T004/16V/00003180,"RS - Revize, servis a opravy úložen klíčů typ UK 20 a UK 30",2016-02-04 08:24:37.844,2016-03-07 00:00:00,1800000.00,,
T004/16V/00007186,"Předplatné ÚZ",2016-03-03 14:00:46.098,2016-03-07 00:00:00,13295.00,"Nakladatelství Sagit, a.s.",27776981
T004/16V/00004413," K 9/1 - nákup léčiv",2016-02-15 13:29:03.356,2016-03-07 00:00:00,63445.84,"Hradecká lékárenská společnost, s.r.o.",24144339
T004/16V/00009056,"Nákup vstupenek na koncert Petry Janů",2016-03-17 06:39:39.379,2016-03-07 00:00:00,5390.00,"Karlovarské městské divadlo, o.p.s.",28041241
T004/16V/00007302,"PS 0320 - Odstranění havárie - Výměna nefunkčního kabelu a vyhořelé zásuvky - Tachov.",2016-03-04 09:52:03.996,2016-03-07 00:00:00,12774.00,"KESKO CZ,s.r.o.",61776629
T004/16V/00007196,"PS 0624 Havarijní oprava klimatizačních jednotky na serverovně knihovny b.256  v kas. Dědice ",2016-03-03 14:14:02.781,2016-03-07 00:00:00,17200.00,"Ing. Pavel Medek",88650421
T004/16V/00004979,"PS 0320 - Havárie - Oprava závadného stavu el. boileru, Kříženec-kasárna, Dílny a kanceláře VSB, KRASS",2016-02-18 09:17:04.74,2016-03-07 00:00:00,13837.00,"KESKO CZ,s.r.o.",61776629
T004/16V/00001116,"RS:Servis vozidel ŠKODA na rok 2016",2016-01-15 09:05:17.109,2016-03-07 00:00:00,139272.00,,
T004/16V/00003990,"AHNM - OŘS, Praha, GŠ - doplňkový prodej potravin - rekonstrukce",2016-02-11 09:06:21.433,2016-03-06 00:00:00,1213221.19,"Stavba a Interiér Praha s.r.o.",25959506
T004/16V/00001273,"Servis vozidel AVIA, Multicar, Zetor a přívěsu AGRO v roce 2016 - Dobruška",2016-01-18 10:43:00.765,2016-03-04 00:00:00,250000.00,,
T004/16V/00007077,"  DP  G 16/1/1 Pronájem 3 ks ocelových lahví stlačenými plyny",2016-03-03 09:19:49.26,2016-03-04 00:00:00,4905.00,"SIAD Czech spol. s r.o.",48117153
T004/16V/00003883," Nákup technických plynů - kyslík, acetylén tech., CO2",2016-02-10 12:31:10.229,2016-03-04 00:00:00,17963.00,,
T004/16V/00005939,"PS 0014 Havárie - oprava dešťového svodu objekt Kasárna Na Julisce, Čínská 26/22, Praha 6.",2016-02-24 15:31:22.104,2016-03-04 00:00:00,9902.00,"FAM s.r.o.",47543311
T004/16V/00006778,"DP č.1 - výzva k plnění RS č. 784/5/25/2016-8660 na praní a chemické čištění prádla a oděvů pro VŠZ HUSITA Štítary ",2016-03-01 15:43:33.078,2016-03-04 00:00:00,12561.98,"Jindřich Váka",18539068
T004/16V/00003492," G 14/1  MIN - nákup léčiv",2016-02-08 08:04:36.311,2016-03-04 00:00:00,104420.24,"Hradecká lékárenská společnost, s.r.o.",24144339
T004/16V/00004468,"Chromatografická předkolona Eclipse, chromatogratická kolona Eclipse ",2016-02-16 06:39:51.844,2016-03-04 00:00:00,46728.00,"LABICOM s.r.o.",25876856
T004/16V/00004318,"PS 0217 - Zpracování projektových dokumentací s výkazem výměr, rozpočtem nákladů na opravy stavebních objektů  v posádce Tábor, 0217-8/služby/2016",2016-02-15 09:32:09.232,2016-03-04 00:00:00,185000.00,"ARNET spol. s r.o.",43833101
T004/16V/00005069,"PS 0308 - Provedení kontroly kotle a rozvodu tepelné energie na b.c. 18.",2016-02-18 14:09:01.587,2016-03-04 00:00:00,9690.00,"Roman Mečl",62626973
T004/16V/00006150,"Oprava vysokotlakého čističe KRANZLE",2016-02-25 14:57:10.776,2016-03-04 00:00:00,18796.00,"Jiří Drda",46574794
T004/16V/00007245,"DP - výzva k plnění RS - opravy osobních automobilů 2016-2017",2016-03-04 06:19:35.551,2016-03-04 00:00:00,206.61,"Petr Habětínek",63604566
T004/16V/00007091,"Provádění technických prohlídek vozidel v roce 2016 - smlouva",2016-03-03 09:42:20.308,2016-03-04 00:00:00,743.00,"STK nákladních vozidel Olomouc s.r.o.",60775891
T004/16V/00007199,"Dílčí plnění - oprava vozidla Škoda Fabia Combi VPZ 986 75-74 (obj. 42/2016)",2016-03-03 14:20:30.519,2016-03-04 00:00:00,2947.76,"RAL PNEU s.r.o.",26829941
T004/16V/00007295,"RS-Laboratorní veterinární vyšetření u SVÚ na období od 1.1.-31.12.2015.",2016-03-04 09:33:43.957,2016-03-04 00:00:00,1900.00,"Státní veterinární ústav Praha",19305
T004/16V/00007308,"Výzva k poskytnutí plnění č.1 z RS - Tuky ",2016-03-04 10:19:49.411,2016-03-04 00:00:00,6772.00,"EKO-PF s.r.o.",62525816
T004/16V/00007335,"Objednávka č. 5 - Oprava a údržba autobusů na základě centrální smlouvy",2016-03-04 11:32:52.425,2016-03-04 00:00:00,3388.00,"TEZAS servis a.s.",24765180
T004/16V/00007336,"Objednávka č. 6 - Oprava a údržba autobusů na základě centrální smlouvy",2016-03-04 11:34:40.724,2016-03-04 00:00:00,2479.00,"TEZAS servis a.s.",24765180
T004/16V/00007075,"Plnění z RSoD č.8/45/21/2016-1373, obj.035, servis Škoda a VW Prostějov",2016-03-03 09:12:46.969,2016-03-04 00:00:00,15210.00,"AUTO Hlaváček a.s.",65138180
T004/16V/00006579,"Výzva k poskytnutí plnění č.1 z RS - Odvoz a likvidace odpadů na rok 2016",2016-03-01 07:06:15.192,2016-03-04 00:00:00,4907.00,"Kaiser servis, spol. s r.o.",26274906
T004/16V/00004005,"Laboratorní spotř. mat. - D-RIBOSE ",2016-02-11 09:44:41.822,2016-03-04 00:00:00,1500.00,"LITOLAB, spol. s r. o.",49608568
T004/16V/00007260,"Výzva k plnění ""Praní, chemické čištění a opravy prádla"" k 9.3.2016",2016-03-04 07:38:33.608,2016-03-04 00:00:00,4248.00,"AD 7, spol. s r.o.",25598074
T004/16V/00007189,"Dílčí plnění - servis vozidla Škoda Fabia Combi VPZ 024 15-39 (obj. 40/2016)",2016-03-03 14:06:10.949,2016-03-04 00:00:00,8264.46,"RAL PNEU s.r.o.",26829941
T004/16V/00007194,"Dílčí plnění - servis vozidla Škoda Octavia Sedan VPZ 024 33-88 (obj. 41/2016)",2016-03-03 14:13:17.446,2016-03-04 00:00:00,8264.46,"RAL PNEU s.r.o.",26829941
T004/16V/00003101,"Laboratorní spotřební materiál - oxidáza test",2016-02-03 13:46:54.021,2016-03-04 00:00:00,750.00,"JK - Trading spol. s r.o.",46883690
T004/16V/00007273,"Praní a chemické čištění prádla - č. 96",2016-03-04 08:32:24.103,2016-03-04 00:00:00,1646.00,"IP - TRADING, s. r. o.",63496887
T004/16V/00005166,"Kurz: ""Rozšíření řidičského průkazu ze skupiny C na skupinu C+E",2016-02-19 10:03:28.949,2016-03-04 00:00:00,8046.00,"Autoškola Jiří Kratochvíl s.r.o.",28644999
T004/16V/00007347,"Praní, chemické čištění a žehlení prádla a dalšího materiálu pro sklad VÚ 6950 Stará Boleslav v roce 2016 - 3. dílčí plnění",2016-03-04 12:32:33.873,2016-03-04 00:00:00,2464.27,"PRAVO s.r.o.",28142292
T004/16V/00004833,"PS 0620 Sedlec, Vícenice - Havarijní oprava komunikace a řízení systému MaR na trafostanici č.16",2016-02-17 12:30:10.542,2016-03-04 00:00:00,14850.00,"BMS SERVIS s.r.o.",27723364
T004/16V/00003540,"Laboratorní spotřební materiál - stříkačky pro zpracování vzorků",2016-02-08 10:16:38.719,2016-03-04 00:00:00,12660.00,"Chromservis s.r.o.",25086227
T004/16V/00007276,"Praní a chemické čištění prádla - č. 97",2016-03-04 08:36:35.268,2016-03-04 00:00:00,366.00,"IP - TRADING, s. r. o.",63496887
T004/16V/00007113,"DP Zabezpečení přeprav osob mikrobusem",2016-03-03 10:13:19.948,2016-03-04 00:00:00,8500.00,"LESpor s.r.o.",26233983
T004/16V/00006795,"Oprava DTA",2016-03-02 06:49:54.753,2016-03-04 00:00:00,6000.00,"OZM Research s.r.o.",25278118
T004/16V/00004350," G 39- nákup léčiv ",2016-02-15 10:32:55.276,2016-03-04 00:00:00,25519.71,"Hradecká lékárenská společnost, s.r.o.",24144339
T004/16V/00002445,"Nákup maskovacích a krycích barev",2016-01-28 12:01:22.458,2016-03-04 00:00:00,15000.00,"VV TOP s.r.o.",49977202
T004/16V/00002492,"Nákup - kombinéza výsadkářská sportovní",2016-01-28 14:07:16.857,2016-03-04 00:00:00,19000.00,"PARASHOP,s.r.o.",25924745
T004/16V/00003474," Evid. zadání  G  20 ,,Certifikace odborné způsobilosti ",2016-02-08 06:19:24.558,2016-03-04 00:00:00,12000.00,"Český metrologický institut",177016
T004/16V/00007109,"Provádění měření emisí vozidel v roce 2016 - smlouva",2016-03-03 10:08:22.184,2016-03-04 00:00:00,570.00,"FTL - First Transport Lines, a.s.",46345850
T004/16V/00001693,"PS 0711 Opava Zpracování PD - Oprava plynových kotelen bud. č. 6 a 22 - Jaselská kasárna Opava",2016-01-21 08:31:45.101,2016-03-04 00:00:00,68600.00,"Lenka Jerakasová",63307111
T004/16V/00004381,"Oprava laminárního boxu BIO  180 ESI BIOCYT 150",2016-02-15 12:24:11.933,2016-03-04 00:00:00,28456.00,"LABOX spol. s r.o.",49707833
T004/16V/00003244,"Provedení TP + ME služebních vozidel AČR nad 3,5 t  v rok 2016",2016-02-04 12:11:13.335,2016-03-04 00:00:00,12396.72,"STK nákladních vozidel Olomouc s.r.o.",60775891
T004/16V/00009902,"Vzdělávací kurz MUDr. Balcarová 15.3.2016",2016-03-23 06:57:02.369,2016-03-04 00:00:00,1450.00,"Institut postgraduálního vzdělávání ve zdravotnictví",23841
T004/16V/00005544,"Nákup VFR leteckých map ČR 1: 200 000 na rok 2016",2016-02-23 08:35:44.333,2016-03-03 00:00:00,32900.00,"Letecká amatérská asociace České republiky",48137481
T004/16V/00006928,"DP č.1 k RS Nákup technických plynů - naplněním vlastních lahví zadavatele",2016-03-02 12:51:49.991,2016-03-03 00:00:00,1340.00,"Linde Gas a.s.",11754
T004/16V/00045618,"Provedení údržby a opravy závaží V.třídy v rozsahu 0,5-20 kg- RS",2016-12-01 08:29:07.358,2016-03-03 00:00:00,4958.68,"Tonometry Pardubice s.r.o.",28797418
T004/16V/00007036,"Laboratorní rozbory  odpadních vod 2016 - dílčí plnění RS.",2016-03-03 07:36:51.225,2016-03-03 00:00:00,778.00,"ALS Czech Republic, s.r.o.",27407551
T004/16V/00001732,"Oprava masážní vany (vířivky) Persea",2016-01-21 10:45:40.562,2016-03-03 00:00:00,2500.00,"BIČELS SERVIS, s.r.o.",3383407
T004/16V/00006804,"DPč.1 k RS provádění ME a TP nákladních vozidel - Štěpánov 2016 a 2017",2016-03-02 07:50:34.258,2016-03-03 00:00:00,1900.82,"STK nákladních vozidel Olomouc s.r.o.",60775891
T004/16V/00003950,"Tonery",2016-02-11 07:10:16.49,2016-03-03 00:00:00,882202.70,"KALNEX CZ s.r.o.",28893204
T004/16V/00006475,"Výzva k poskytnutí plnění 14-16 Brno",2016-02-29 11:21:37.008,2016-03-03 00:00:00,1388.00,"Autocentrum ROS, a.s.",64506908
T004/16V/00006315,"PS 0016 - Havárie zátoků střešní krytinou",2016-02-26 12:57:19.634,2016-03-03 00:00:00,41133.00,"Václav Moravec",40772519
T004/16V/00003966,"Oprava vozidla Mercedes Benz Sprinter, VPZ 025 -92 53",2016-02-11 07:56:46.944,2016-03-03 00:00:00,89163.64,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00003024,"RS - praní a chemické čištění",2016-02-03 10:27:53.048,2016-03-03 00:00:00,33057.86,,
T004/16V/00004333,"Prstová a osobní dozimetrie - rámcová smlouva",2016-02-15 10:10:09.266,2016-03-03 00:00:00,7872.00,,
T004/16V/00003908,"PS 0630 - Rozbory pitných a odpadních vod,  0630-1/2016",2016-02-10 14:21:10.572,2016-03-03 00:00:00,38240.00,"ENVIRO - EKOANALYTIKA, s.r.o.",49446690
T004/16V/00005951,"Kurz: Chůva pro děti do zahájení povinné školní docházky",2016-02-25 06:44:08.365,2016-03-03 00:00:00,16500.00,"AM SOLVO, s.r.o.",28294777
T004/16V/00006490,"H_Oprava nefunkčního systému MaR na kotelně b.č.4 - Dukelská kasárna Lipník nad Bečvou",2016-02-29 12:12:03.368,2016-03-03 00:00:00,68290.00,"Rudolf Gerža",11555742
T004/16V/00006743,"DP č. 2 RS 784/3/518/2015-8660 - objednávka stravovacích poukázek v roce  2016",2016-03-01 14:25:20.903,2016-03-03 00:00:00,45500.00,"Sodexo Pass Česká republika a.s.",61860476
T004/16V/00007125,"Praní, chemické čištění a žehlení prádla pro VŠZ Deštné v Orlických horách VÚ 6950 v roce 2016 - 3. dílčí plnění",2016-03-03 10:43:04.192,2016-03-03 00:00:00,4508.43,"Prádelna DUHA - Aktivní život o.p.s.",28750969
T004/16V/00007041,"Provádění TP a ME vozidel do 3,5t - Lokalita Stará Boleslav - 1. dílčí plnění",2016-03-03 07:46:18.832,2016-03-03 00:00:00,1297.52,"S T K Centrum spol. s r.o.",63997509
T004/16V/00005422,"PS 0014 Havárie - oprava topení 3. patro (243,256) v objektu VZÚ, Rooseveltova 620/23, Praha 6.",2016-02-22 13:25:45.885,2016-03-03 00:00:00,7280.00,"T O P O , s.r.o.",60472391
T004/16V/00006948,"DP - dílčí plnění - Permanentky na zimní výcvik - březen 2016",2016-03-02 13:28:03.939,2016-03-03 00:00:00,32347.83,"Melida, a.s.",24166511
T004/16V/00005514,"DP - Stravovací poukázky (doobjednání leden 2016) č. obj. 1629940120058",2016-02-23 07:45:49.334,2016-03-03 00:00:00,14630.00,"Le Cheque Déjeuner s.r.o.",62913671
T004/16V/00005504,"DP - Vyhodnocení OSL dozimetrů - 2016-2018 1/16 - 3/16 č. obj. 1629940120059",2016-02-23 07:10:28.971,2016-03-03 00:00:00,4133.00,"VF, a.s.",25532219
